title,url,publish_date,period,sentiment
Shehbaz Sharif is 'ashamed' as Bangladesh beats Pakistan in economic growth - South Asia News - WION,https://news.google.com/rss/articles/CBMitgFBVV95cUxObW5HaV9LNG9sam9SV09zaGprOE5ZbjRxZGszRlg1eTAyTnhnVEQwcFRLU0NFS0pvUVpiWkxTT1J0elI1TXhCclRwU1RvY21WYVdWMFhaY1k1RzZaSklOYVFwaGZDYUoydUNENFNaSnZIR2Y3UmNUc19JeVFZNTdfdjFqVTRGRm5uQzlQNEZBaUUySk9ObUNqNEptYVBybUt2ckk4N25jbjRPOEJvcGMxN3JCdVJaQdIBuwFBVV95cUxNVUpZcUhZRG9hUTA3d3JPZ0YxMmxqQlpTQTQ1cU5EclQ2T2lsQXdHT21WZTB0OWVJNF9UNEU4TC0za1R1WENtaFpQR1M4cU1tNFFjSXRaS2FKSm1qLXpCOUtwQWxwaWZvcDlpend1MlZ2UExPYS1ZZHJxN2RoS2prVkh6ckpqNC02OHB1MGhXSXdHX1ltMnhjS2h6cExYbDIzeWlxaGpZNGxhYUlock80eXZDUUQybURfSVJN?oc=5,2024-04-25,Pre-August-2024,Negative
Fifty years of learning from rises and slips in the Bangladesh economy - The Daily Star,https://news.google.com/rss/articles/CBMitgFBVV95cUxNemNXYmxkVEhPczlSVFQ2NzF2WDZiSVo0WkxsSXI4anYwSWRkekJyVlgxQmgxQmNKM3Z0d3FEQ2w0ZVNPMWlBU0hkSS1vSW45REh6OHloeGFLQjBkRkF6VnBueVJOc0plYk0wUlVzeGJrOFBldnNtOUMxLTktM1RRT3ZRTWk5SXMtMEJsSlg2RWRtdVR1M1dmTFFoS3AwR2dEdElnQTN6MjdNaWlFTVl0MGV6bXh6Zw?oc=5,2024-04-23,Pre-August-2024,Neutral
How Iran-Israel war may cost Bangladesh economy - The Business Standard,https://news.google.com/rss/articles/CBMijwFBVV95cUxOQkhCUXRyd28wdmVQajZBMmppTG94MEphckpKc2lQa1FDVy10Yjg4T21RVUp5bjN4a05ia2pIdms3QkRJTVJrTkhrWDJ6WVByOUVpWmtYUGxLQ0JKSkpnUnlGQWNwT2JuSmVyd0x3RUdnZGFIZkZWblh0RkwwR1ZzZnNqR2M4Qm9vTmNpWnR1NNIBlAFBVV95cUxNc1VOc1F1MzVxYzFURENfZ0tqc3pmNWdFLXB0RXJkZVhZYnU3S0RKNTZsV2RZTXE5UmQ3SFZMYXZQdWFOZkNXUkdEcy1zZWFwcFRLc3BhUGVSdkc5Q3pTMU91bHB0OW5DbEpCNWh1MlNhUXVWRW16cjdUN25TNkl3b1lhdmlDbHE4UnpqOUsxbEszaFd3?oc=5,2024-04-16,Pre-August-2024,Negative
From Trash to Treasure: Microenterprises lead the way for recycling in Bangladesh - World Bank Blogs,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPSGZTUGREOE9qYWg5MTlFZ29KOEp2Q1lHUVRleko0UDZ5NDhVeGZEY0xqVWUxU0lMN2VsTXh3NGJaeHdiZlB0SmpFeG5yNHc5eXFSUmpyN1o1RUFtbDNqOTVja04xMFJtUkNMUndNZUwxaFFuQkQyaTVMVHRXMF9IdlFXSHczU0Fhb2NUSlJTLUdXY2JPdEtvaWIxRHByQU93Sjc0ck1RdS1vb3lWNlhtUWFvTDBZdUwt?oc=5,2024-04-22,Pre-August-2024,Positive
Bangladesh’s Use Of Chinese Currency Will Secure Foreign Reserves And Enhance Financial Stability – OpEd - Eurasia Review,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPaXFCcEZ5TG5BYnFnaGtyeGFLWHExQ2xUX1FvejVyOUc1M2xZZTdaTFVDMWRkNEx6d2thckdIUGs5Y0piQ2hfYUQ1U3Z3b0djNG5KN0k5QkY5Rld5dW10cWUzTV9qZURXeV84SURpVGEzRGdXWjhqX040Tmh2RW15Q05NOFVJczRoSDNvWnZyMXQ3XzJick5TazFQaDJZYXVEbE9kSi1wWUVPbkRSeWhOaDVkNEpzeTdLRzJ6aVIxRTNJOG5zSTZ2Q2J4TUxkQ3Yxb3NXU203UDA?oc=5,2024-04-08,Pre-August-2024,Positive
Bangladesh’s amazing growth: A potential catalyst for increased investment - The Daily Star,https://news.google.com/rss/articles/CBMivwFBVV95cUxPa3Uwb3FYWnhneGt1WHBsY2RERVJoN3NNOEQ5bnB4TWxIMm1WOG01V3Zld2hoeUJZX2diRkVpSV9pV0FTZFlLbElsMXpaZDdCQ3FRQi1sT1J2NHJDWVpBNFJwd3ZWc0Q3V0Y1VmhRVTN5UFNTUWNrWlkzaUtWWXh0a1piVWZkd284RDN6TV9rY3BLaU1vaUpTNWVLeW1GV3h1WVREeUpzeFdNU1cwcy05eFQzc3lWbVNsY2RXLXZQRQ?oc=5,2024-04-10,Pre-August-2024,Positive
Investors eye a new Asian tiger - BBC,https://news.google.com/rss/articles/CBMimgFBVV95cUxNY3hyUDdVTXd3QVUtM1NvQUJEM1lYT3RLNENJNFhzNGE3Y3NKS0tIclpEdDUtTm1HR056TWs3MWtGTFdkeVRRWjNGRkxFck9EQmQzc0JSMHdrQzdHTVJDdFhjVzc5ZFlRME1KRlVJN2JBcjVUeGJrZkl5ZG80N0hwd3dHb1VZVDMzZDdIcloxc2RZbl9LUzVmN3Bn?oc=5,2024-04-26,Pre-August-2024,Neutral
"Strong Financial Sector, Fiscal and Monetary Policy Reforms will be Critical to Sustain Bangladesh’s Growth Momentum - World Bank",https://news.google.com/rss/articles/CBMi_AFBVV95cUxOQ1dyS3A5SW9EanF3NFYxcUFfVnJBVGtLMzU3blZUVTBjRzBoZGdxWE1GQ0FNdkt2RVY2Mm5hVDJyV0FLQlA4RVdIdU94a1Vpa3EyZUZwU3pJUkhKci1KVEpJc3pyZTdkS0d6S0w2Q2VyR3V0YUVqQlVUaW1iSFNEU1RRNVNSRndiQWNKZW4wcUgxRm1ObmlnWmhfcGJyYi1EdlkwQ3pTUDJKWTFiOTV1aVcyVi1ZcVFMTUN3Q3NuSHhlaC04aGc5Q084UEI0X3pBTDAyZC0zazFjeVdZMUpfTzVfOEg1RTNHNVFldzZYemRlYklXSjZhdVJ0VEY?oc=5,2024-04-05,Pre-August-2024,Positive
The politics and geopolitics of Bangladesh’s “India Out” campaign - orfonline.org,https://news.google.com/rss/articles/CBMipAFBVV95cUxOYUNWeVlpbExQb3hRWUhTdGNXSzNWNVFnc3lvMjNMYXFvT2R5LV9YSGhPSkJKbjFlTDVyamptR00xei1TdXJYVnEwTWdVQkRIS0lzSXdtd1Q0V3V6M0pYYXlCN0FHOWwwcDhBMXNpX2tMTU0tM2gyazhSS29EY3VqSTFSQXZ5OVhyeF83VzJaV2dQejg2SzN1aUJjR1JwakJhQ2lvaQ?oc=5,2024-04-23,Pre-August-2024,Neutral
"Bangladesh economy faces four challenges, three risks - Prothom Alo English",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5xc1hFX3k5Sk5wR2x6MDJWY0Q1RWRpN2ZnaXl6dDc2SEpWd21nUnlNaU5RMWpyZ0RRTktMX3NiUjR5SGdwOUl6Q3RtYjdrSHZZb1ZGX1FzYVZCV2Zza1d5eNIBbkFVX3lxTE1sUmVXMDE3NDZqY19CTUdLZ2VtNVZjYVNPbmpycEpCWDJORHI3QWQzYjZ1T0g1a00tbGVUQllMT1E0UVNUYWZPREYzdGM5VTNaY29pMXpEa1VFbEc2aUdLcDBFRFcxMUhGeTJEWVF3?oc=5,2024-04-03,Pre-August-2024,Negative
Qatar Emir’s Diplomatic Mission: Fortifying Bangladesh Relations And Economic Cooperation – Analysis - Eurasia Review,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNWExuRjcxY0VoNDg4Y28xbVlUU3FsLWNxQXBubTZlZmNEcDA0WlNNcV9XTUEtZ09xdXR4SUxjYnJrV3ozTlBwYlJaRWlQX1VvaTN2aEZpcFBneE1MV3dYOUdXUHZSTzl1Slg4ZU5XNUlxdnhzTzk2bDU3b0VUc2I0M01GQmc3ZDVXNW5qcVp6czY0SnhGS1hpeEgyc3lYbHdQZ045VEdFdlBNUDg2bll1cjg3bzZsbFAtXzFVVEdWLTdwdGlXaHdRd2xJanplTEN4bnc?oc=5,2024-04-24,Pre-August-2024,Neutral
"Greece, Bangladesh Vow To Expand Cooperation In Key Sectors: From Shipping To Manpower – OpEd - Eurasia Review",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOakQxSDRkMWxmVTZBblF0YUI2NVdQamRSbzUtcnN3YW91dTRScjkwR0hpRXA5b01fcThDRmFxRkxLbHFFYzVfbkEtTExudG1rbHBmWnBKSnI0TDljQlJDeGVDb3lqdkhvRFpIbWY1WW9jcm1RS2c3NXlwNmNyTjhnX0NOTmpwX0UxYktiekx5aTBJemQ0UWwwSzFrZEt3MmVqTGN3Q1Jzb0luVW1zSTB0bDNCTmtRUkljdjZfcmE0aXN3M2YtV0VCVQ?oc=5,2024-04-18,Pre-August-2024,Positive
‘Feel ashamed looking towards Bangladesh’: PM Shehbaz Sharif laments Pakistan's condition | World News - Hindustan Times - Hindustan Times,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNU1JPeG1YNkx0MmNsbEVHdXIwNXlIYXhHcWI2d2VQa3VTbVlqM1VyZE9QTm5ycVgyWjN1UGtadFpFbm5aVDF0NVF1MExPX1h4ci1ZSktadzBtMm1IRlRhaGc3RFpSZkpWX3hiWkltMXdPY0RZX1FLRW9MaE5XSW9ScFkyeEtDcXlFblZZY3R2QVlIYnRFZ09NVW4zdXRZSUJXVkc0Sy1vVnBQcWNVaFhVX0owZXdoYktqY2RvaU5scWxYM294WWZxb0hkZExQRjZzM2ZISEc2UkhXVVJxVmhxTkdR0gHnAUFVX3lxTE5FdjNwWHo2Q1dtTVF2NXhPNWU5T0hoNV9FQU5GVWszYjd6Ykc5V2ViV3lKRDdfYl9qV0hBemM5N1hha3Q2MENHaXF5QWUxRFFuUGQwQnlCc0JmRzZWWjhMYUdYdHVOOWdSV3ZDcUtNYmpyRmM0VUR1U2NlQnNYNHNoV0ZfakQxRE0tYlZIMG1VVl9qU0FqX1VMMkRjcmhreC12RFNDQnhkeGtJdElWSThkOTc1b0RfdDdtOEYwSHltSk41Rm5UN3poZXZGbk1adG1pNHI2Z1hxWk9KX3RBUHJFYmlMdHhEWQ?oc=5,2024-04-25,Pre-August-2024,Negative
"Economy grows by 3.78% in Oct-Dec, slowest in three quarters - The Daily Star",https://news.google.com/rss/articles/CBMioAFBVV95cUxPVzd2Qjg3V1hyZmlNUjNmbkZRYkZ4ek8xVFNVNDlCQU9RNDNtd2UzMHZoLTJyVXNUWnRubExCenBqRmVkVHlpOHJYaVpmaTduRTk5bDVDUVdiQWZGRy1ISVJuX0xKZ2RITFZXWmJrOXZBQ3BqY0JZNXdHTXIteDN6UmRnazl6R20tVGlJNEZybExKZEtCSVRoeVByLS1OZ2xW?oc=5,2024-04-09,Pre-August-2024,Neutral
Challenges and opportunities for Bangladesh economy in 2024 - The Financial Express,https://news.google.com/rss/articles/CBMiswFBVV95cUxOQ0x4M3NlcXVtMFhycU5iWmZGSTBlX2ZSMVFuUEk0VkoyZmIydmtqS1Zna1VhVmNEbUt5OFc3TVhNVjNZSGt4VmNDRVg1ME5LdXljVXFhVGRORHRQRHl0cnpfdkxmY1V2eGV3UWQ4ckJfU2R1dGx6c3RNbmtoakhqTTBBai12XzdWaWIzZEdVd2lDQzlfR0Q2UTJBNmwtVlFKYU1ydzJuZnpLczFfNmpZd0NLOA?oc=5,2024-04-08,Pre-August-2024,Positive
Bangladesh’s Q2 GDP growth slowed to 3.78pc: BBS - The Financial Express,https://news.google.com/rss/articles/CBMingFBVV95cUxNSS1lTVpKbzVvZmxTaURWRWtYVThrWnpDamFzWi1HVjNtX2RqZDF5Q19SZjBuSXB2U00xME9rdmRzVGZheFUyYUh0bkNPazBXaEh1NmM5VkQ1eG10RS12U3drakRlX2ZoYVJNQmxGX3ZLc29LZUNqTXhHSnJKa0RpaTBMSGNXZ1JyLW50a1dzNHhDS21nV1J4NnhFVENvZw?oc=5,2024-04-18,Pre-August-2024,Positive
"Launching of the book ‘Fifty Years of Bangladesh: Economy, Politics, Society and Culture’ - Centre for Policy Dialogue (CPD)",https://news.google.com/rss/articles/CBMiigFBVV95cUxQOXJIVnV4RzZjSXBfZ2hQMWp6YVFPbnJScXI0S0J0MmFEbW1jOWtXdG4taTM0S2FxUm52ZWpTbWVFTC1qU0E1eWc0QmF1R0RmSmlIci1QbHRvTllaOEhpU3RqSkdjOVVIeFY1YlFCSzYyQkM4dXg3SnlkdjRQejEyQkZRelJDS3ZLTGc?oc=5,2024-04-18,Pre-August-2024,Neutral
No miracle happened behind economic growth of Bangladesh: economists - Bangladesh Sangbad Sangstha (BSS),https://news.google.com/rss/articles/CBMiUEFVX3lxTE5FUE5KcnNDZ2dERHhSQW15c1N5bXY3bTJTZElVY1RuSlIzWFFMZjY4cU14ZkdFdnZUazdwMkUxMDNva2NxdGJmLWJPS1NDTnFX?oc=5,2024-04-18,Pre-August-2024,Negative
Economy to post subdued growth for at least three years - The Daily Star,https://news.google.com/rss/articles/CBMipwFBVV95cUxOamx6RHRYQ3dLRUc3Yk9wdWFhRUh4clFWN3JYOXo1Z2hXTHU3eXd0QjRkNGFnSDhIOHNHYVBSYjhORzZ0emZ6ZmwwSHJNdGdGc0xnVm5ESzBFX3lUVFRHVE84TUZ1THJBenNfeTRKVGtCRVIwTzQ5emJodDEwZ2tvLWNwX3hnZVJZaXM5VnJ3RVR4cmJTUFR1SzZubDRaVlF0d1diVENUZw?oc=5,2024-04-03,Pre-August-2024,Positive
Bangladesh Inflation Rises & GDP Growth Slows in Q2 FY 2023-24 | Economy in for a double whammy - The Daily Star,https://news.google.com/rss/articles/CBMihwFBVV95cUxOVVg0ZjhkZzRuSzVRekt6U2xsd21zeTJDZTExNEtFWGJIM1c1Sm1pR3ZXNS1UYm1heFExbjdvQ2FESTBhM1UtbEM1NzhWSFhVMzZCQ3lNVGVFQ0F3UGVTU01rZFozTms0M29vUzIzMkdTVUxiYXd3Nm9feFlNcmJEMjNUd1dfVEU?oc=5,2024-04-16,Pre-August-2024,Positive
"ADB forecasts 6.1% GDP growth for Bangladesh in FY24, higher than World Bank’s - The Daily Star",https://news.google.com/rss/articles/CBMiswFBVV95cUxQZmllOHloZVIxM3NmWm1UUGNqVHh3Y0w1M3NuSmhGTkJOTnY3cFRxQkVST1N2QXRsZ3B0WS1fQWFwamxRYU9rLVB6dHpFVjZUMFIzTE56d1VQNndFRWoyeUFkcmM0RmxvcHBwa1dnVmptYWlrdGJDVFhRdldxZEExYXMydU5FMkx0RTJPT21LNjU0bnZaaVNvNlRYNVZjQ3c2REs3S1NqNzlRUGVWX3ZpLWltZw?oc=5,2024-04-11,Pre-August-2024,Positive
Quarterly GDP growth shrinks to 3.78pc - The Financial Express,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNSnZWX2dpbnhVZFV1VUFjRXJWa2NDSTJtcUpoalU3aHQ3NzdKVnZNQkxpYUMzdGxlWkVMbS04MUtqWjVoTk9xMDc4Y0prdHlrWW56MlIzM2U0V3Q3Y0M1ZWtFUFBvZE9tZ2N1d3paNXpXSzB0am5PTkZQdkxfeU82ZnZrVzVhMkd0?oc=5,2024-04-15,Pre-August-2024,Positive
"ADB forecasts Bangladesh's GDP growth at 6.1% in FY 2023-24, anticipates rise to 6.6% - Dhaka Tribune",https://news.google.com/rss/articles/CBMipgFBVV95cUxPb0gwdGhab0pDMy1UdnJmSUZMRzE4NmZQVVVmTmxpbVozZkZYa0xyaWREWlJubHVaSGQ0ZU4wM0c4V2VEQURuSkpWc1hBMTFUNkxzbGVMazBEZWFWOTJBckZJcTBJQ25xdEU2bWlGeFVsUVFxVHFwWnl3eUdlSUUtWFgwSkxHN1RIdXpQaUhPM3ZlR2hhbEVFUDI1azZGX2xjNVFxUTlB0gGrAUFVX3lxTE1GY2JDY2VRbTdxdUh1Ql9TSmpoSHUwSFVVeXlXZWQyMEt3eWRadmNVUjJWVnRMN2UxZ1FaclpTNE5UbFN0TWk0MUd3bGd5Q3hablVBWTZUSkE4VUtoVTdkVkxnR3RnV2RPczlEazNMWEJ1aTFDQ3JhOTFCYWw1a3RxcXExNm5CLWRXV0lOSUxhMEd4enBPdHRyTURDMDFnY003X0ZJVFp0Wm9STQ?oc=5,2024-04-11,Pre-August-2024,Positive
Bangladesh Economy in FY2022–23: Interim Review of Macroeconomic Performance - Centre for Policy Dialogue (CPD),https://news.google.com/rss/articles/CBMiqwFBVV95cUxOOWhPbGlFckNXdFhJWGhqOEJNTm00eVNGQVlHblJkNEd3aXZicWdyaWllTEo1NjhHaTR5LUVTSHZuSmdhM0VHLXBVN3ZTU3dUTUw2SWlqOFliXzlBYjkzNXc1Y0Rwb2xKeGVSQUVtYTZWMW1qa1ZNU2RhbERWV2RFbnd5OGNZSmtSY0lBeWF4RGJjdmY4OHpEN2hrNmU0LXdkWTlBdVpISUYyOW8?oc=5,2024-04-28,Pre-August-2024,Neutral
More CEOs expect economic improvement this year - The Daily Star,https://news.google.com/rss/articles/CBMiowFBVV95cUxQUFlVaW9pUHNhUkJRQXBFc1VnVzZfblN1aEdNT1NyaVJVSjBNblNBMDdfeTgteFhBbW9SQzYwUERtY1d2Rk5GVzVaMzQ5S0c2UDNJSjZKX0p0SFJ3NE5oYUxHeXplYlFvR2tTSzlCSV94ek04VnFvd2FVclNDNHN2amQwc1lMV2J1ZHpnM2ZZXzlvazRtcXBmR0FobHRRNEZkM0ZF?oc=5,2024-04-01,Pre-August-2024,Positive
Need for India-Bangladesh economic cooperation deal: CUTS - The Sunday Guardian Live,https://news.google.com/rss/articles/CBMinAFBVV95cUxNMm01Z3ZYVmVzYzNHN1RvMkhocURCc1k4cWk1c1c1QVV4SG52M2FXVDNfZGJFNkJDdEpIUENvSFFNRmNmbTdkanhMYVZrU3JuNnVWVEw1NHN5VEtSd0o2dDRzSDI2S0d6QWJFUGF4MGRhbVZjY0Nyd0FVNzJZYThnWEIzWEpkUXFnT2paanJZdWxEYTd1U0dBNXFHQjk?oc=5,2024-04-21,Pre-August-2024,Negative
IMF cuts GDP growth forecast for Bangladesh again - The Daily Star,https://news.google.com/rss/articles/CBMipwFBVV95cUxNUTcxTE9OaGdvYV8tY2dSZUFSRHZFc2tmM2g3T0JoWi01NGxBLWcyZVp2REVja3BoNDJpeUxPdkFMcEN1Z1RWWWFqeVVXZm5yM0lGM2xvNUhzaVJhWUYxMENNWFVJUVdEUVEtaU5Xb2QxRVdtajY4c1JVclhsTkFERmhWa2dkbVhxVDV6d3huR214TlRGbFQ2bmNRTnR1VXB4OE9vQ1dRdw?oc=5,2024-04-17,Pre-August-2024,Positive
UL Signs a Dual Master programme with Leading Educational Institute BUET in Bangladesh - University of Limerick,https://news.google.com/rss/articles/CBMitwFBVV95cUxNMkQwVXJpdnQ5bk1HN2JON2R5OG9leXA2MnBOenRpSG1DM3FwUmx1d0RXUjZpR0o2WlU1dVFIamcyd2VoSWg2OGFOLUdLN3pFZ1pzN2c5bGpQX09aRFB4SmZvMXl2dWxFaV9Ubms3aUtpLWVubkdpUFR0SzBwN1N6ZGswdHN0dDZYOXdnNGFETk9GOHlMQjQwakpRQ2tlcTRMai1CZGdJczQ4WUpabFVwZjdiUFRObzA?oc=5,2024-04-04,Pre-August-2024,Neutral
Debt-to-GDP Ratio of Bangladesh | Higher debt to put strain on Bangladesh as revenue remains low - The Daily Star,https://news.google.com/rss/articles/CBMisgFBVV95cUxQU0dDaThsaU1rSXhOQjMyNEJSaHZubTh4a2dTSzJXNGxNUENGdjJNN0hxMHBwZWVrSFAtTzlyX2VlSVFNZ3ZmZk5VbXhFTWdrVTQzWUp4SnhucUpsdW9HOVRHS3BteEJkNzlUc1pCb3hJT0FuaGpOYVV4a1hYVGNzYVl0dW1OWDZwTXVEdG92X2RxNERRNUQySTUtSFo0OVNyVEFRdERmV0pTblV0Zkk5V3ln?oc=5,2024-04-21,Pre-August-2024,Negative
Employment generation must for economic stability: Economists - The Business Standard,https://news.google.com/rss/articles/CBMimwFBVV95cUxNYmxlWXIxS1c3TWxwNjNOdU9UYnBDTkljalNlSzROMWNkMmtwNzhSUEFrenVZX2gwcHVvZ3I1Wk53TkFCdnJDSzh3VWpuLVQzOHlwek5fRGxPMjF3N3FEbk81NTVDQXdOa2gzWU9oTXpjbTk2WEJrN3JLRE5BdkFGaElqS1ZjREtkYU5rVVZPWmZhU0pnc0Etd245d9IBoAFBVV95cUxPWG5OR3R2d0h3elVYTGFJMWtXZjZTSGJzZzBUc0dPTFdURDByZ0Q5ZXJWMGlSMUlRZ1JsZGk5ck5Ma0IxRUdLUnNUM1RTdTBqalhZR1VEY3YwMFZodXBDbEFDS3M2N29MdkNlWm1JWXFVb0RYYjNUVElGcDMzbHBmN1FURDBFd1ZEYVlVVFhGTEdOQWhyOHVWUWV5MXdKUWF0?oc=5,2024-04-04,Pre-August-2024,Neutral
Bangladesh's revenue-GDP ratio to hit double-digits in FY27: IMF - The Business Standard,https://news.google.com/rss/articles/CBMimwFBVV95cUxNUkJoa0ZfbnNFb29JLUhNMlFIcEZWUGNJbnpjOXNEenlyT0NfZDRITmVCYjJkT1NlejUzQlVvZ3RRVklVcU5uMGV5Q0FqOGdHVmM0VGg1bksxbGFYOUNXWXFic1Rqa24waEFlMlB6aS1nZXZtb1BFc01EVjJuSkpZWXVzcHhCVnlPX3NkZS1CZllTVThJeXgyX0M0TdIBoAFBVV95cUxPUmVWaXBpU2Z1LV9pS2RpT1FHVk5Fa1ltVkZVQUFLbWRpWHplWF9BNU9NVFJvMDNVUXlSLW05OVJDMUVyaDBmZEt4VURhRnFrMGNjYkNJTDJsR2dfem5GLUlGYmVKYVZIYWRxSUg5SzVMRjNQNk8ycjFtNHRxY3hEWGprbzJCc1hsaVJaVjQwOTFVWHhVUnBaTjZ4bjU1d0Q4?oc=5,2024-04-17,Pre-August-2024,Neutral
Why are 39pc of our youth sitting idle? - Prothom Alo English,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5KYVBXMGZ1cGh1c3lpSlJlSlFfVkhjTlY5SUx3XzlBVVpfSjVRN2Y2Q3hicWtyWnhibTVOZFhTcFlqQWptZ3JRQXhFbEZ3aS1weU5BMjRPLXVHTmhJeHRv0gFsQVVfeXFMTWs2SVZBcFBKaGVyODRfbjQ0alF1X2dxSUJETFBzMDMxZkVtaUg5OVdSR2hTVE9CcGNXSS1ENVpWSFk2YjhEMmdvdkN3VXhzd24zckI4Rm9DcjM3ODFOaVVBZnVwNTdYbmQtbWxK?oc=5,2024-04-01,Pre-August-2024,Neutral
Trade deal with Japan will boost Bangladesh's post-LDC success - The Daily Star,https://news.google.com/rss/articles/CBMisgFBVV95cUxPeVA3eFlNcmRIR1RUUHBINk43SlZIM3k2aU5fMFUtY2pwb1RVWTBoYWVKZzVYc191cWUtbEhIWklDS0tWbnZHOU11QWFRRTlGN2lVRmQzbDVhQW9RcmtLR2FnUXVJRXVaVXBiMXFhRlNxU0lCbHhONHNlVkVtX0x3TkZ4MWptX09RMWRraGxKd0x4Wl85Q1g1UXppR2hqQ1FGMGxyZ2lNTFF3ODdXdTNzd0Fn?oc=5,2024-04-22,Pre-August-2024,Positive
The economic toll of excessive heatwaves - The Financial Express,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPaVF6NTNwOERQRUVQLXhTa1NPQjBHaExYV1VaUHNfRHQwamRQcndQN24xX0VQNHg4eE0zeFJHTkw2U0k4ejhFVC1iUEg5ZFc5OENGOE9UVVc2M3B1QlZpS1hVV0x5V21rUE1jTWdpRTRBdEJFVG1PTTZSMFVwQ0d3RURsRHN0aVZi?oc=5,2024-04-25,Pre-August-2024,Neutral
Financial inclusion and stability in Bangladesh - BBC,https://news.google.com/rss/articles/CBMimgFBVV95cUxNZy1OMjVFU3RqcWczd1R0MlVFQ194c05JejBHa1BTdjg1bUJQQWNmeG5mZmxDdjhPUlJnWHdXSTJhVFBTTEZMSVFzbnhyWnhMZldXZExacFBKWFU2aU0xeS1MTGpGeFVyTWVkd2U5bGdGR1N2ODBEV3dMdF9GSzQtWS1rX0syUUZDYUlnN1A3TlZoOXFVV2xfbDBn?oc=5,2024-04-26,Pre-August-2024,Neutral
Bangladesh's Current Inflation | Inflation over 9% poses concern: BB - The Daily Star,https://news.google.com/rss/articles/CBMilwFBVV95cUxPUklzdFkwdWd1THBodGh2akJySkRKaXhDVDlKY2R4VTA2U0ppRWNRQzVQdDVnUTF1bGhRUE42WDVTTThFdXVRR0tpY3VrUzZybW9HRW1iemg1blU0UWJ1MlpSVjAxWmtPMjhFVjFUZTZULWZUcnFuSkFpSDhpYmVHV1BVN1UtOGowZ2Z4eEFldWNhcktKNFJV?oc=5,2024-04-04,Pre-August-2024,Neutral
GI products & Bangladesh's economic diplomacy - The Financial Express,https://news.google.com/rss/articles/CBMirAFBVV95cUxQNGFfang2YU1KQUFhVTI3NVc4LXFlbjYwUFVXNzhhb1VDZENVaDktbEVKZHZHYi14XzVtUzZfcFNOTmR2UzlFRElJM1pENEZYS1lmdk9FN1F3ZWdHQjVKZ0NMS3lvSTVVR3dhQ3FLd2tSUEpKaU8tM1djakhMdnJWYzVKbzZaN3V6bFpCV1hjV1lsSVVsWW5GOTljU1hMRi0wYU9hOHlQVmpFRlhQ0gG4AUFVX3lxTE9iZ3B4NlNiRk5mNHJLSjN6eWZCN3BNN1RYdFY1TjFsVl9rUUtxMVBuQlphRmg2b2lJT0tpWmFUWHJOUFdhUnhiQmI3dGZkUEstVlh2NTlpMVhtaG4wOUNJdnhlS1FJcjROUnBrTndiS0gxNHhxQVBBMGk5VzhCRVZKQjBWTnRBRzVHUlZ3am8zdHR1VTA3aXNVQXQ0WjIyc0NiNlpaUURyTHN5aUZTUTNyNmtHcDdzWTA?oc=5,2024-04-04,Pre-August-2024,Neutral
Rising to resilience: Bangladesh's journey towards sustainable climate adaptation - United Nations Development Programme,https://news.google.com/rss/articles/CBMiswFBVV95cUxPRG1SSXM0bVF6VEdPVHFzUzktektVcTRScmRvZ2NaUlhRNElrZE05R0p4bTBVOXkwM2F6ZlBfR01kZnBtV2p3dkw1blZzZE1WYzA3NXJUWjA4Rm9mS1E1dVh5dGNMUUhzWnU1Nld3MjJRYXloWU5CbXl1WUItTnRWYzEtOW9CVl9SclFwajdIQ01jSWg0b1hFU2JFVU1ubU5FSy1YVFh2eVM3eW5oYTQxbUFzRQ?oc=5,2024-04-23,Pre-August-2024,Positive
Forced bank mergers sans asset quality analysis may erode investor confidence - The Financial Express,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQeWZ3NVFMNXFvMWk3YTE2NlJidXBkTDFYMFNmY0o2aDMySTVIMThLWWg2MDBrNGtWalhlNDY3M0tUZTQ4c2lmcUUxODB1WWRQcHZRbEJOSlFsMDBaZFppTTdZZHBvZFNNVW9xSTFycEUtcVVrcDlibWlmeWFFQ3JPWndUeFRIai1zQ2VxZ0pQTjBhS2k0UXF0Z2NEMDhVYk9UOTFHM0VWYlVaR29YMTM0SFRCSHh1X3NxaThGaFhIVmNONFVPc2RCT1BoenN1cEZlNkdVSjRSQdIB4wFBVV95cUxPX3JsaEsyZGdSOS16YjFjbG82bVRHaV9YQW1ja2duSDFkbjFoRjNxUUlwWmlpT0l3d2luNldwaE5ZZFFzTHpxVlVYWE80YkhmZndjcUV0d3gzX1RSLVVLdVBfZTU1SmFBLVRuWGNMamxfUGJTeTZCbUZhb21XaTA0QmVCODJQN1pfNU5hMGpBMlA0ZWlnMlI1cGFSMG9kRy1WMjJkaFNEQ2NUODl3OXNOdVNVemFpYlczQ1pJcUt2Znl3OG0tajZMVmMtRlZxUVNQV1ZKSld1TEhoclZvWDlja0FXNA?oc=5,2024-04-03,Pre-August-2024,Positive
